case_id;activity;timestamp;resource
I00433;Enter into ERP;2024-03-23 18:15:00;DataEntry_3
I00433;Execute Payment;2024-03-28 05:15:00;Finance_B
I00433;Archive;2024-03-28 05:32:00;DMS_System
I00434;Receive Invoice;2024-03-16 01:35:00;System
I00434;Register Invoice;2024-03-16 02:01:00;Clerk_A
I00434;Enter Invoice Data;2024-03-16 02:57:00;DataEntry_3
I00434;Validate Invoice;2024-03-16 06:27:00;Clerk_A
I00434;Approve Invoice;2024-03-16 16:32:00;Manager_1
I00434;Enter into ERP;2024-03-16 17:25:00;DataEntry_3
I00434;Execute Payment;2024-03-19 19:25:00;Finance_B
I00434;Archive;2024-03-19 19:30:00;DMS_System
I00435;Receive Invoice;2024-03-27 19:36:00;System
I00435;Register Invoice;2024-03-27 21:04:00;Clerk_B
I00435;Enter Invoice Data;2024-03-27 21:23:00;DataEntry_2
I00435;Validate Invoice;2024-03-27 23:19:00;Clerk_B
I00435;Compliance Check;2024-03-27 23:40:00;Finance_B
I00435;Approve Invoice;2024-03-28 03:40:00;Manager_2
I00435;Enter into ERP;2024-03-28 05:04:00;DataEntry_3
I00435;Execute Payment;2024-03-29 10:04:00;Finance_B
I00435;Archive;2024-03-29 10:19:00;DMS_System
I00436;Receive Invoice;2024-03-31 14:26:00;System
I00436;Register Invoice;2024-03-31 14:36:00;Clerk_C
I00436;Enter Invoice Data;2024-03-31 15:26:00;DataEntry_1
I00436;Validate Invoice;2024-03-31 18:58:00;Clerk_C
I00436;Compliance Check;2024-03-31 19:22:00;Finance_B
I00436;Approve Invoice;2024-04-01 04:13:00;Manager_1
I00436;Enter into ERP;2024-04-01 06:11:00;DataEntry_2
I00436;Execute Payment;2024-04-02 03:11:00;Finance_B
I00436;Archive;2024-04-02 03:34:00;DMS_System
I00437;Receive Invoice;2024-03-23 03:48:00;System
I00437;Register Invoice;2024-03-23 04:48:00;Clerk_C
I00437;Enter Invoice Data;2024-03-23 05:43:00;DataEntry_2
I00437;Validate Invoice;2024-03-23 07:45:00;Clerk_C
I00437;Approve Invoice;2024-03-23 15:59:00;Manager_1
I00437;Enter into ERP;2024-03-23 17:53:00;DataEntry_1
I00437;Execute Payment;2024-03-23 20:53:00;Finance_B
I00437;Archive;2024-03-23 20:59:00;DMS_System
I00438;Receive Invoice;2024-03-26 10:23:00;System
I00438;Register Invoice;2024-03-26 11:16:00;Clerk_D
I00438;Enter Invoice Data;2024-03-26 11:27:00;DataEntry_2
I00438;Validate Invoice;2024-03-26 12:44:00;Clerk_D
I00438;Approve Invoice;2024-03-26 20:00:00;Manager_1
I00438;Enter into ERP;2024-03-26 20:35:00;DataEntry_3
I00438;Execute Payment;2024-03-28 02:35:00;Finance_A
I00438;Archive;2024-03-28 03:05:00;DMS_System
I00439;Receive Invoice;2024-04-16 08:16:00;System
I00439;Register Invoice;2024-04-16 08:26:00;Clerk_B
I00439;Enter Invoice Data;2024-04-16 08:51:00;DataEntry_1
I00439;Validate Invoice;2024-04-16 11:57:00;Clerk_B
I00439;Enter into ERP;2024-04-16 16:15:00;DataEntry_3
I00439;Approve Invoice;2024-04-16 16:33:00;Manager_2
I00439;Enter into ERP;2024-04-16 18:33:00;DataEntry_2
I00439;Execute Payment;2024-04-19 12:33:00;Finance_A
I00439;Archive;2024-04-19 12:49:00;DMS_System
I00440;Receive Invoice;2024-04-16 23:01:00;System
I00440;Register Invoice;2024-04-16 23:41:00;Clerk_B
I00440;Validate Invoice;2024-04-17 02:23:00;Clerk_B
I00440;Compliance Check;2024-04-17 02:42:00;Finance_A
I00440;Approve Invoice;2024-04-17 03:45:00;Manager_1
I00440;Enter into ERP;2024-04-17 04:20:00;DataEntry_1
I00440;Execute Payment;2024-04-21 02:20:00;Finance_B
I00440;Archive;2024-04-21 02:28:00;DMS_System
I00441;Receive Invoice;2024-02-22 12:05:00;System
I00441;Register Invoice;2024-02-22 13:20:00;Clerk_D
I00441;Enter Invoice Data;2024-02-22 13:39:00;DataEntry_1
I00441;Validate Invoice;2024-02-22 16:59:00;Clerk_D
I00441;Approve Invoice;2024-02-22 23:47:00;Manager_1
I00441;Enter into ERP;2024-02-23 01:21:00;DataEntry_2
I00441;Execute Payment;2024-02-27 06:21:00;Finance_B
I00441;Archive;2024-02-27 06:49:00;DMS_System
I00442;Receive Invoice;2024-03-23 13:12:00;System
I00442;Register Invoice;2024-03-23 14:18:00;Clerk_A
I00442;Enter Invoice Data;2024-03-23 14:51:00;DataEntry_3
I00442;Validate Invoice;2024-03-23 17:31:00;Clerk_A
I00442;Approve Invoice;2024-03-24 01:59:00;Manager_1
I00442;Enter into ERP;2024-03-24 03:41:00;DataEntry_2
I00442;Execute Payment;2024-03-25 03:41:00;Finance_A
I00442;Archive;2024-03-25 04:09:00;DMS_System
I00443;Receive Invoice;2024-03-27 17:55:00;System
I00443;Register Invoice;2024-03-27 19:25:00;Clerk_A
I00443;Enter Invoice Data;2024-03-27 19:50:00;DataEntry_2
I00443;Validate Invoice;2024-03-27 21:22:00;Clerk_A
I00443;Compliance Check;2024-03-27 21:49:00;Finance_A
I00443;Approve Invoice;2024-03-28 04:43:00;Manager_1
I00443;Enter into ERP;2024-03-28 06:13:00;DataEntry_3
I00443;Execute Payment;2024-04-01 08:13:00;Finance_B
I00443;Archive;2024-04-01 08:34:00;DMS_System
I00444;Receive Invoice;2024-04-14 13:11:00;System
I00444;Register Invoice;2024-04-14 13:43:00;Clerk_A
I00444;Enter Invoice Data;2024-04-14 13:59:00;DataEntry_1
I00444;Validate Invoice;2024-04-14 16:07:00;Clerk_A
I00444;Compliance Check;2024-04-14 16:32:00;Finance_B
I00444;Approve Invoice;2024-04-14 18:06:00;Manager_1
I00444;Enter into ERP;2024-04-14 18:52:00;DataEntry_3
I00444;Execute Payment;2024-04-18 00:52:00;Finance_A
I00444;Archive;2024-04-18 01:10:00;DMS_System
I00445;Receive Invoice;2024-03-21 17:48:00;System
I00445;Register Invoice;2024-03-21 19:17:00;Clerk_B
I00445;Enter Invoice Data;2024-03-21 19:59:00;DataEntry_2
I00445;Validate Invoice;2024-03-21 22:53:00;Clerk_B
I00445;Request Info;2024-03-22 00:17:00;Clerk_B
I00445;Receive Info;2024-03-24 23:17:00;Vendor
I00445;Validate Invoice;2024-03-24 23:42:00;Clerk_B
I00445;Approve Invoice;2024-03-25 11:16:00;Manager_1
I00445;Enter into ERP;2024-03-25 12:34:00;DataEntry_1
I00445;Execute Payment;2024-03-27 04:34:00;Finance_B
I00445;Archive;2024-03-27 04:50:00;DMS_System
I00446;Receive Invoice;2024-03-27 11:09:00;System
I00446;Register Invoice;2024-03-27 11:29:00;Clerk_D
I00446;Enter Invoice Data;2024-03-27 11:40:00;DataEntry_3
I00446;Validate Invoice;2024-03-27 14:38:00;Clerk_D
I00446;Request Info;2024-03-27 15:03:00;Clerk_D
I00446;Receive Info;2024-03-29 20:03:00;Vendor
I00446;Validate Invoice;2024-03-29 22:06:00;Clerk_D
I00446;Approve Invoice;2024-03-30 04:20:00;Manager_2
I00446;Enter into ERP;2024-03-30 06:07:00;DataEntry_2
I00446;Execute Payment;2024-04-02 14:07:00;Finance_B
I00446;Archive;2024-04-02 14:22:00;DMS_System
I00447;Receive Invoice;2024-03-14 13:56:00;System
I00447;Register Invoice;2024-03-14 15:20:00;Clerk_C
I00447;Validate Invoice;2024-03-14 18:40:00;Clerk_C
I00447;Compliance Check;2024-03-14 19:07:00;Finance_B
I00447;Approve Invoice;2024-03-15 03:01:00;Manager_2
I00447;Enter into ERP;2024-03-15 03:41:00;DataEntry_2
I00447;Execute Payment;2024-03-16 05:41:00;Finance_B
I00447;Archive;2024-03-16 06:08:00;DMS_System
I00448;Receive Invoice;2024-03-28 09:56:00;System
I00448;Register Invoice;2024-03-28 10:49:00;Clerk_C
I00448;Enter Invoice Data;2024-03-28 11:43:00;DataEntry_1
I00448;Validate Invoice;2024-03-28 12:22:00;Clerk_C
I00448;Approve Invoice;2024-03-28 20:09:00;Manager_2
I00448;Enter into ERP;2024-03-28 21:07:00;DataEntry_1
I00448;Execute Payment;2024-03-31 10:07:00;Finance_B
I00448;Archive;2024-03-31 10:32:00;DMS_System
I00449;Receive Invoice;2024-02-12 04:48:00;System
I00449;Register Invoice;2024-02-12 06:16:00;Clerk_A
I00449;Enter Invoice Data;2024-02-12 07:04:00;DataEntry_2
I00449;Validate Invoice;2024-02-12 10:07:00;Clerk_A
I00449;Approve Invoice;2024-02-12 15:20:00;Manager_2
I00449;Enter into ERP;2024-02-12 16:40:00;DataEntry_3
I00449;Execute Payment;2024-02-16 23:40:00;Finance_B
I00449;Archive;2024-02-16 23:58:00;DMS_System
I00450;Receive Invoice;2024-04-12 04:03:00;System
I00450;Register Invoice;2024-04-12 04:22:00;Clerk_B
I00450;Enter Invoice Data;2024-04-12 04:33:00;DataEntry_1
I00450;Validate Invoice;2024-04-12 05:28:00;Clerk_B
I00450;Compliance Check;2024-04-12 05:33:00;Finance_A
I00450;Approve Invoice;2024-04-12 09:52:00;Manager_2
I00450;Enter into ERP;2024-04-12 10:53:00;DataEntry_1
I00450;Execute Payment;2024-04-15 01:53:00;Finance_A
I00450;Archive;2024-04-15 02:08:00;DMS_System
I00451;Receive Invoice;2024-02-26 22:42:00;System
I00451;Register Invoice;2024-02-26 23:32:00;Clerk_B
I00451;Validate Invoice;2024-02-27 00:10:00;Clerk_B
I00451;Approve Invoice;2024-02-27 06:01:00;Manager_1
I00451;Enter into ERP;2024-02-27 06:59:00;DataEntry_1
I00451;Execute Payment;2024-02-29 05:59:00;Finance_A
I00451;Archive;2024-02-29 06:06:00;DMS_System
I00452;Receive Invoice;2024-03-25 01:56:00;System
I00452;Register Invoice;2024-03-25 02:39:00;Clerk_B
I00452;Validate Invoice;2024-03-25 05:10:00;Clerk_B
I00452;Approve Invoice;2024-03-25 11:52:00;Manager_1
I00452;Enter into ERP;2024-03-25 12:20:00;DataEntry_1
I00452;Execute Payment;2024-03-29 19:20:00;Finance_A
I00452;Archive;2024-03-29 19:40:00;DMS_System
I00453;Receive Invoice;2024-04-12 10:08:00;System
I00453;Register Invoice;2024-04-12 10:26:00;Clerk_C
I00453;Enter Invoice Data;2024-04-12 11:25:00;DataEntry_2
I00453;Validate Invoice;2024-04-12 12:23:00;Clerk_C
I00453;Approve Invoice;2024-04-12 18:52:00;Manager_1
I00453;Enter into ERP;2024-04-12 19:27:00;DataEntry_3
I00453;Execute Payment;2024-04-16 12:27:00;Finance_A
I00453;Archive;2024-04-16 12:49:00;DMS_System
I00454;Receive Invoice;2024-03-17 09:55:00;System
I00454;Register Invoice;2024-03-17 11:10:00;Clerk_A
I00454;Enter Invoice Data;2024-03-17 11:34:00;DataEntry_3
I00454;Validate Invoice;2024-03-17 15:07:00;Clerk_A
I00454;Approve Invoice;2024-03-17 19:57:00;Manager_2
I00454;Enter into ERP;2024-03-17 20:32:00;DataEntry_3
I00454;Execute Payment;2024-03-19 23:32:00;Finance_A
I00454;Archive;2024-03-19 23:57:00;DMS_System
I00455;Receive Invoice;2024-04-25 04:57:00;System
I00455;Register Invoice;2024-04-25 05:34:00;Clerk_A
I00455;Validate Invoice;2024-04-25 06:51:00;Clerk_A
I00455;Approve Invoice;2024-04-25 10:52:00;Manager_2
I00455;Enter into ERP;2024-04-25 11:34:00;DataEntry_2
I00455;Execute Payment;2024-04-27 13:34:00;Finance_B
I00455;Archive;2024-04-27 13:48:00;DMS_System
I00456;Receive Invoice;2024-02-20 03:40:00;System
I00456;Register Invoice;2024-02-20 04:13:00;Clerk_C
I00456;Enter Invoice Data;2024-02-20 05:02:00;DataEntry_3
I00456;Validate Invoice;2024-02-20 07:53:00;Clerk_C
I00456;Request Info;2024-02-20 08:38:00;Clerk_C
I00456;Receive Info;2024-02-21 14:38:00;Vendor
I00456;Validate Invoice;2024-02-21 16:45:00;Clerk_C
I00456;Approve Invoice;2024-02-21 20:17:00;Manager_1
I00456;Enter into ERP;2024-02-21 22:04:00;DataEntry_2
I00456;Execute Payment;2024-02-23 08:04:00;Finance_A
I00456;Archive;2024-02-23 08:25:00;DMS_System
I00457;Receive Invoice;2024-05-07 15:18:00;System
I00457;Register Invoice;2024-05-07 16:34:00;Clerk_D
I00457;Enter Invoice Data;2024-05-07 17:02:00;DataEntry_2
I00457;Validate Invoice;2024-05-07 20:33:00;Clerk_D
I00457;Approve Invoice;2024-05-08 01:17:00;Manager_2
I00457;Enter into ERP;2024-05-08 02:32:00;DataEntry_1
I00457;Execute Payment;2024-05-08 05:32:00;Finance_B
I00457;Archive;2024-05-08 06:01:00;DMS_System
I00458;Receive Invoice;2024-04-10 02:41:00;System
I00458;Register Invoice;2024-04-10 03:32:00;Clerk_D
I00458;Enter Invoice Data;2024-04-10 04:09:00;DataEntry_3
I00458;Validate Invoice;2024-04-10 07:34:00;Clerk_D
I00458;Approve Invoice;2024-04-10 12:12:00;Manager_1
I00458;Enter into ERP;2024-04-10 13:22:00;DataEntry_2
I00458;Execute Payment;2024-04-11 07:22:00;Finance_B
I00458;Archive;2024-04-11 07:35:00;DMS_System
I00459;Receive Invoice;2024-03-22 15:53:00;System
I00459;Register Invoice;2024-03-22 17:09:00;Clerk_A
I00459;Validate Invoice;2024-03-22 19:58:00;Clerk_A
I00459;Approve Invoice;2024-03-23 07:12:00;Manager_2
I00459;Enter into ERP;2024-03-23 08:17:00;DataEntry_2
I00459;Execute Payment;2024-03-27 16:17:00;Finance_B
I00459;Archive;2024-03-27 16:33:00;DMS_System
I00460;Receive Invoice;2024-04-22 20:53:00;System
I00460;Register Invoice;2024-04-22 22:16:00;Clerk_A
I00460;Enter Invoice Data;2024-04-22 22:32:00;DataEntry_3
I00460;Validate Invoice;2024-04-22 23:35:00;Clerk_A
I00460;Request Info;2024-04-23 00:24:00;Clerk_A
I00460;Receive Info;2024-04-24 15:24:00;Vendor
I00460;Validate Invoice;2024-04-24 16:18:00;Clerk_A
I00460;Approve Invoice;2024-04-24 21:58:00;Manager_1
I00460;Enter into ERP;2024-04-24 23:56:00;DataEntry_1
I00460;Execute Payment;2024-04-27 13:56:00;Finance_B
I00460;Archive;2024-04-27 14:24:00;DMS_System
I00461;Receive Invoice;2024-03-22 17:23:00;System
I00461;Register Invoice;2024-03-22 18:24:00;Clerk_B
I00461;Enter Invoice Data;2024-03-22 18:44:00;DataEntry_2
I00461;Validate Invoice;2024-03-22 19:36:00;Clerk_B
I00461;Approve Invoice;2024-03-22 23:45:00;Manager_2
I00461;Enter into ERP;2024-03-23 00:43:00;DataEntry_3
I00461;Execute Payment;2024-03-23 05:43:00;Finance_B
I00461;Archive;2024-03-23 06:05:00;DMS_System
I00462;Receive Invoice;2024-05-06 19:22:00;System
I00462;Register Invoice;2024-05-06 19:29:00;Clerk_A
I00462;Validate Invoice;2024-05-06 22:09:00;Clerk_A
I00462;Compliance Check;2024-05-06 22:32:00;Finance_B
I00462;Approve Invoice;2024-05-07 01:40:00;Manager_1
I00462;Enter into ERP;2024-05-07 02:07:00;DataEntry_3
I00462;Execute Payment;2024-05-08 02:07:00;Finance_A
I00462;Archive;2024-05-08 02:19:00;DMS_System
I00463;Receive Invoice;2024-03-21 14:54:00;System
I00463;Register Invoice;2024-03-21 15:11:00;Clerk_C
I00463;Validate Invoice;2024-03-21 17:54:00;Clerk_C
I00463;Compliance Check;2024-03-21 18:10:00;Finance_A
I00463;Approve Invoice;2024-03-22 04:40:00;Manager_1
I00463;Enter into ERP;2024-03-22 05:42:00;DataEntry_3
I00463;Execute Payment;2024-03-26 23:42:00;Finance_B
I00463;Archive;2024-03-27 00:04:00;DMS_System
I00464;Receive Invoice;2024-04-11 19:51:00;System
I00464;Register Invoice;2024-04-11 20:28:00;Clerk_C
I00464;Enter Invoice Data;2024-04-11 21:22:00;DataEntry_2
I00464;Validate Invoice;2024-04-11 22:28:00;Clerk_C
I00464;Approve Invoice;2024-04-12 02:24:00;Manager_2
I00464;Enter into ERP;2024-04-12 04:05:00;DataEntry_1
I00464;Execute Payment;2024-04-17 04:05:00;Finance_B
I00464;Archive;2024-04-17 04:26:00;DMS_System
I00465;Receive Invoice;2024-04-09 19:39:00;System
I00465;Register Invoice;2024-04-09 20:57:00;Clerk_D
I00465;Enter Invoice Data;2024-04-09 21:46:00;DataEntry_1
I00465;Validate Invoice;2024-04-09 23:41:00;Clerk_D
I00465;Approve Invoice;2024-04-10 09:04:00;Manager_2
I00465;Enter into ERP;2024-04-10 09:32:00;DataEntry_2
I00465;Execute Payment;2024-04-15 02:32:00;Finance_B
I00465;Archive;2024-04-15 02:52:00;DMS_System
I00466;Receive Invoice;2024-04-21 20:08:00;System
I00466;Register Invoice;2024-04-21 21:21:00;Clerk_A
I00466;Enter Invoice Data;2024-04-21 22:03:00;DataEntry_2
I00466;Validate Invoice;2024-04-22 00:04:00;Clerk_A
I00466;Approve Invoice;2024-04-22 08:28:00;Manager_1
I00466;Enter into ERP;2024-04-22 09:21:00;DataEntry_1
I00466;Execute Payment;2024-04-23 19:21:00;Finance_A
I00466;Archive;2024-04-23 19:42:00;DMS_System
I00466;Validate Invoice;2024-04-23 19:42:20;Clerk_A
I00467;Receive Invoice;2024-04-22 10:11:00;System
I00467;Register Invoice;2024-04-22 11:34:00;Clerk_C
I00467;Validate Invoice;2024-04-22 13:26:00;Clerk_C
I00467;Approve Invoice;2024-04-22 17:38:00;Manager_2
I00467;Enter into ERP;2024-04-22 18:46:00;DataEntry_1
I00467;Execute Payment;2024-04-25 14:46:00;Finance_B
I00467;Archive;2024-04-25 15:04:00;DMS_System
I00468;Receive Invoice;2024-02-25 01:24:00;System
I00468;Register Invoice;2024-02-25 02:12:00;Clerk_C
I00468;Enter Invoice Data;2024-02-25 02:42:00;DataEntry_3
I00468;Validate Invoice;2024-02-25 04:44:00;Clerk_C
I00468;Approve Invoice;2024-02-25 12:48:00;Manager_2
I00468;Enter into ERP;2024-02-25 13:50:00;DataEntry_1
I00468;Execute Payment;2024-02-26 10:50:00;Finance_B
I00468;Archive;2024-02-26 11:07:00;DMS_System
I00469;Receive Invoice;2024-02-04 08:11:00;System
I00469;Register Invoice;2024-02-04 08:23:00;Clerk_C
I00469;Enter Invoice Data;2024-02-04 08:35:00;DataEntry_1
I00469;Validate Invoice;2024-02-04 10:19:00;Clerk_C
I00469;Approve Invoice;2024-02-04 17:15:00;Manager_1
I00469;Enter into ERP;2024-02-04 19:04:00;DataEntry_2
I00469;Execute Payment;2024-02-05 10:04:00;Finance_A
I00469;Archive;2024-02-05 10:16:00;DMS_System
I00470;Receive Invoice;2024-05-04 05:09:00;System
I00470;Register Invoice;2024-05-04 06:13:00;Clerk_D
I00470;Validate Invoice;2024-05-04 07:38:00;Clerk_D
I00470;Approve Invoice;2024-05-04 18:17:00;Manager_1
I00470;Enter into ERP;2024-05-04 19:00:00;DataEntry_3
I00470;Execute Payment;2024-05-05 09:00:00;Finance_A
I00470;Archive;2024-05-05 09:14:00;DMS_System
I00471;Receive Invoice;2024-03-18 13:31:00;System
I00471;Register Invoice;2024-03-18 14:06:00;Clerk_D
I00471;Enter Invoice Data;2024-03-18 14:59:00;DataEntry_1
I00471;Validate Invoice;2024-03-18 16:11:00;Clerk_D
I00471;Compliance Check;2024-03-18 16:16:00;Finance_A
I00471;Approve Invoice;2024-03-18 17:52:00;Manager_1
I00471;Enter into ERP;2024-03-18 19:44:00;DataEntry_2
I00471;Execute Payment;2024-03-22 02:44:00;Finance_A
I00471;Archive;2024-03-22 02:50:00;DMS_System
I00472;Receive Invoice;2024-03-17 02:41:00;System
I00472;Register Invoice;2024-03-17 02:53:00;Clerk_B
I00472;Validate Invoice;2024-03-17 04:04:00;Clerk_B
I00472;Approve Invoice;2024-03-17 12:01:00;Manager_1
I00472;Enter into ERP;2024-03-17 13:58:00;DataEntry_3
I00472;Execute Payment;2024-03-22 04:58:00;Finance_B
I00472;Archive;2024-03-22 05:21:00;DMS_System
I00473;Receive Invoice;2024-02-25 02:39:00;System
I00473;Register Invoice;2024-02-25 03:07:00;Clerk_C
I00473;Enter Invoice Data;2024-02-25 03:20:00;DataEntry_1
I00473;Validate Invoice;2024-02-25 04:11:00;Clerk_C
I00473;Approve Invoice;2024-02-25 12:00:00;Manager_1
I00473;Enter into ERP;2024-02-25 12:33:00;DataEntry_3
I00473;Execute Payment;2024-02-27 10:33:00;Finance_B
I00473;Archive;2024-02-27 11:01:00;DMS_System
I00474;Receive Invoice;2024-04-13 21:31:00;System
I00474;Register Invoice;2024-04-13 22:32:00;Clerk_B
I00474;Enter Invoice Data;2024-04-13 23:32:00;DataEntry_2
I00474;Validate Invoice;2024-04-14 02:38:00;Clerk_B
I00474;Approve Invoice;2024-04-14 09:31:00;Manager_2
I00474;Enter into ERP;2024-04-14 10:20:00;DataEntry_1
I00474;Execute Payment;2024-04-17 03:20:00;Finance_A
I00474;Archive;2024-04-17 03:28:00;DMS_System
I00475;Receive Invoice;2024-02-28 16:58:00;System
I00475;Register Invoice;2024-02-28 17:37:00;Clerk_D
I00475;Enter Invoice Data;2024-02-28 17:57:00;DataEntry_1
I00475;Validate Invoice;2024-02-28 21:47:00;Clerk_D
I00475;Approve Invoice;2024-02-28 23:58:00;Manager_1
I00475;Enter into ERP;2024-02-29 01:19:00;DataEntry_2
I00475;Execute Payment;2024-03-01 01:19:00;Finance_B
I00475;Archive;2024-03-01 01:34:00;DMS_System
I00476;Receive Invoice;2024-03-11 07:23:00;System
I00476;Register Invoice;2024-03-11 07:50:00;Clerk_D
I00476;Enter Invoice Data;2024-03-11 08:12:00;DataEntry_2
I00476;Validate Invoice;2024-03-11 11:36:00;Clerk_D
I00476;Request Info;2024-03-11 12:03:00;Clerk_D
I00476;Receive Info;2024-03-13 06:03:00;Vendor
I00476;Validate Invoice;2024-03-13 08:03:00;Clerk_D
I00476;Approve Invoice;2024-03-13 17:38:00;Manager_1
I00476;Enter into ERP;2024-03-13 18:02:00;DataEntry_1
I00476;Execute Payment;2024-03-15 16:02:00;Finance_A
I00476;Archive;2024-03-15 16:25:00;DMS_System
I00477;Receive Invoice;2024-03-09 06:20:00;System
I00477;Register Invoice;2024-03-09 07:06:00;Clerk_A
I00477;Enter Invoice Data;2024-03-09 07:54:00;DataEntry_2
I00477;Validate Invoice;2024-03-09 11:12:00;Clerk_A
I00477;Approve Invoice;2024-03-09 18:49:00;Manager_1
I00477;Enter into ERP;2024-03-09 20:38:00;DataEntry_3
I00477;Execute Payment;2024-03-09 22:38:00;Finance_B
I00477;Archive;2024-03-09 22:46:00;DMS_System
I00478;Receive Invoice;2024-05-01 12:04:00;System
I00478;Register Invoice;2024-05-01 12:13:00;Clerk_C
I00478;Enter Invoice Data;2024-05-01 12:38:00;DataEntry_2
I00478;Validate Invoice;2024-05-01 16:21:00;Clerk_C
I00478;Approve Invoice;2024-05-02 01:10:00;Manager_2
I00478;Enter into ERP;2024-05-02 02:05:00;DataEntry_3
I00478;Execute Payment;2024-05-03 15:05:00;Finance_A
I00478;Archive;2024-05-03 15:17:00;DMS_System
I00478;Validate Invoice;2024-05-03 15:17:20;Clerk_C
I00479;Receive Invoice;2024-04-06 14:00:00;System
I00479;Register Invoice;2024-04-06 15:09:00;Clerk_A
I00479;Enter Invoice Data;2024-04-06 15:44:00;DataEntry_2
I00479;Validate Invoice;2024-04-06 16:55:00;Clerk_A
I00479;Approve Invoice;2024-04-06 23:28:00;Manager_1
I00479;Enter into ERP;2024-04-07 01:01:00;DataEntry_1
I00479;Execute Payment;2024-04-09 00:01:00;Finance_A
I00479;Archive;2024-04-09 00:21:00;DMS_System
I00480;Receive Invoice;2024-04-10 20:54:00;System
I00480;Register Invoice;2024-04-10 21:13:00;Clerk_A
I00480;Validate Invoice;2024-04-10 21:47:00;Clerk_A
I00480;Approve Invoice;2024-04-11 02:40:00;Manager_1
I00480;Enter into ERP;2024-04-11 03:14:00;DataEntry_3
I00480;Execute Payment;2024-04-13 12:14:00;Finance_B
I00480;Archive;2024-04-13 12:39:00;DMS_System
I00481;Receive Invoice;2024-02-25 03:02:00;System
I00481;Register Invoice;2024-02-25 04:05:00;Clerk_D
I00481;Enter Invoice Data;2024-02-25 04:37:00;DataEntry_2
I00481;Validate Invoice;2024-02-25 07:22:00;Clerk_D
I00481;Approve Invoice;2024-02-25 14:43:00;Manager_1
I00481;Enter into ERP;2024-02-25 15:38:00;DataEntry_2
I00481;Execute Payment;2024-02-26 10:38:00;Finance_B
I00481;Archive;2024-02-26 10:48:00;DMS_System
I00482;Receive Invoice;2024-04-26 12:08:00;System
I00482;Register Invoice;2024-04-26 12:19:00;Clerk_C
I00482;Enter Invoice Data;2024-04-26 12:44:00;DataEntry_2
I00482;Validate Invoice;2024-04-26 14:00:00;Clerk_C
I00482;Approve Invoice;2024-04-26 15:01:00;Manager_2
I00482;Enter into ERP;2024-04-26 16:21:00;DataEntry_1
I00482;Execute Payment;2024-04-27 05:21:00;Finance_A
I00482;Archive;2024-04-27 05:38:00;DMS_System
I00483;Receive Invoice;2024-03-25 02:34:00;System
I00483;Register Invoice;2024-03-25 02:45:00;Clerk_D
I00483;Validate Invoice;2024-03-25 06:21:00;Clerk_D
I00483;Approve Invoice;2024-03-25 15:34:00;Manager_2
I00483;Enter into ERP;2024-03-25 16:26:00;DataEntry_2
I00483;Execute Payment;2024-03-29 09:26:00;Finance_A
I00483;Archive;2024-03-29 09:51:00;DMS_System
I00484;Receive Invoice;2024-03-20 17:57:00;System
I00484;Register Invoice;2024-03-20 18:47:00;Clerk_D
I00484;Enter Invoice Data;2024-03-20 19:46:00;DataEntry_2
I00484;Validate Invoice;2024-03-20 22:40:00;Clerk_D
I00484;Approve Invoice;2024-03-21 07:14:00;Manager_1
I00484;Enter into ERP;2024-03-21 08:57:00;DataEntry_3
I00484;Execute Payment;2024-03-23 19:57:00;Finance_B
I00484;Archive;2024-03-23 20:23:00;DMS_System
I00485;Receive Invoice;2024-03-12 17:17:00;System
I00485;Register Invoice;2024-03-12 18:33:00;Clerk_B
I00485;Enter Invoice Data;2024-03-12 19:26:00;DataEntry_2
I00485;Validate Invoice;2024-03-12 20:22:00;Clerk_B
I00485;Approve Invoice;2024-03-13 05:11:00;Manager_1
I00485;Enter into ERP;2024-03-13 06:41:00;DataEntry_1
I00485;Execute Payment;2024-03-13 08:41:00;Finance_B
I00485;Archive;2024-03-13 08:57:00;DMS_System
I00486;Receive Invoice;2024-05-01 12:22:00;System
I00486;Register Invoice;2024-05-01 12:57:00;Clerk_D
I00486;Enter Invoice Data;2024-05-01 13:38:00;DataEntry_3
I00486;Validate Invoice;2024-05-01 14:32:00;Clerk_D
I00486;Approve Invoice;2024-05-01 22:08:00;Manager_1
I00486;Enter into ERP;2024-05-01 23:35:00;DataEntry_2
I00486;Execute Payment;2024-05-05 11:35:00;Finance_A
I00486;Archive;2024-05-05 11:46:00;DMS_System
I00487;Receive Invoice;2024-02-01 18:08:00;System
I00487;Register Invoice;2024-02-01 19:35:00;Clerk_A
I00487;Enter Invoice Data;2024-02-01 19:48:00;DataEntry_3
I00487;Validate Invoice;2024-02-01 22:30:00;Clerk_A
I00487;Approve Invoice;2024-02-02 07:28:00;Manager_2
I00487;Enter into ERP;2024-02-02 07:56:00;DataEntry_1
I00487;Execute Payment;2024-02-04 10:56:00;Finance_B
I00487;Archive;2024-02-04 11:04:00;DMS_System
I00488;Receive Invoice;2024-04-24 08:14:00;System
I00488;Register Invoice;2024-04-24 09:07:00;Clerk_C
I00488;Validate Invoice;2024-04-24 11:57:00;Clerk_C
I00488;Compliance Check;2024-04-24 12:09:00;Finance_A
I00488;Request Info;2024-04-24 12:28:00;Clerk_C
I00488;Receive Info;2024-04-26 08:28:00;Vendor
I00488;Validate Invoice;2024-04-26 10:29:00;Clerk_C
